Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-385,151000,2024-11-15,2022-04-06T11:51:00+0200,Other,Integrate proactive web services,Qualification,Existing Customer - Upgrade,20,Opp-907
ACC-386,95000,2024-07-22,2023-07-11T14:21:00+0200,Direct Mail,Evolve innovative bandwidth,Prospecting,New Customer,20,Opp-908
ACC-386,137000,2025-01-08,2022-10-10T03:04:00+0200,Direct Mail,Transition visionary portals,Id. Decision Makers,Existing Customer - Replacement,60,Opp-909
ACC-387,126000,2024-10-15,2025-03-08T20:05:00+0200,Partner Referral,Aggregate intuitive supply-chains,Negotiation/Review,Existing Customer - Downgrade,50,Opp-910
ACC-388,204000,2024-11-27,2021-12-31T20:12:00+0200,Direct Mail,Synergize magnetic solutions,Perception Analysis,New Customer,60,Opp-911
ACC-388,216000,2024-10-23,2021-04-04T14:19:00+0200,Partner Referral,Matrix world-class roi,Closed Lost,New Customer,30,Opp-912
ACC-388,81000,2024-05-25,2021-07-06T08:01:00+0200,Other,Productize visionary action-items,Needs Analysis,Existing Customer - Upgrade,30,Opp-913
ACC-389,102000,2024-04-13,2021-06-03T08:37:00+0200,Trade Show,Monetize vertical web services,Value Proposition,Existing Customer - Downgrade,90,Opp-914
ACC-390,27000,2024-06-13,2023-08-08T23:19:00+0200,Phone Inquiry,Strategize enterprise deliverables,Negotiation/Review,Existing Customer - Downgrade,85,Opp-915
ACC-390,235000,2024-12-17,2021-11-11T03:11:00+0200,Web,Monetize best-of-breed initiatives,Value Proposition,Existing Customer - Upgrade,20,Opp-916
ACC-390,127000,2025-03-10,2021-01-12T03:00:00+0200,Web,Implement scalable action-items,Value Proposition,Existing Customer - Downgrade,95,Opp-917
ACC-391,124000,2025-03-06,2024-03-03T15:24:00+0200,Trade Show,E-enable back-end web-readiness,Negotiation/Review,New Customer,40,Opp-918
ACC-391,243000,2024-07-26,2022-07-04T06:08:00+0200,Trade Show,Exploit compelling bandwidth,Id. Decision Makers,New Customer,50,Opp-919
ACC-391,214000,2025-01-11,2025-01-09T11:01:00+0200,Other,Enhance clicks-and-mortar networks,Perception Analysis,Existing Customer - Upgrade,45,Opp-920
ACC-391,45000,2024-10-25,2021-03-08T01:02:58+0200,Partner Referral,Architect strategic communities,Prospecting,Existing Customer - Replacement,0,Opp-921
ACC-392,82000,2024-11-14,2023-10-02T12:38:00+0200,Direct Mail,Redefine intuitive experiences,Perception Analysis,Existing Customer - Upgrade,5,Opp-922
ACC-392,73000,2024-10-17,2021-05-12T19:20:00+0200,Partner Referral,Exploit out-of-the-box infrastructures,Perception Analysis,New Customer,30,Opp-923
ACC-393,109000,2024-07-26,2024-06-07T22:30:00+0200,Other,Morph granular e-tailers,Negotiation/Review,Existing Customer - Downgrade,60,Opp-924
ACC-393,200000,2024-07-26,2021-03-08T19:52:00+0200,Direct Mail,Incubate interactive synergies,Closed Won,Existing Customer - Replacement,25,Opp-925
ACC-393,140000,2024-12-25,2023-03-12T23:06:00+0200,Trade Show,Unleash mission-critical partnerships,Negotiation/Review,New Customer,30,Opp-926
ACC-393,132000,2025-03-19,2023-01-07T04:05:00+0200,Trade Show,Generate virtual bandwidth,Id. Decision Makers,New Customer,45,Opp-927
ACC-393,80000,2025-03-01,2024-01-10T13:00:00+0200,Direct Mail,Maximize mission-critical niches,Prospecting,New Customer,95,Opp-928
ACC-394,225000,2024-07-07,2024-05-05T04:30:00+0200,Partner Referral,Implement synergistic users,Closed Lost,Existing Customer - Upgrade,65,Opp-929
ACC-394,101000,2024-12-25,2020-07-10T01:21:00+0200,Trade Show,Disintermediate rich technologies,Negotiation/Review,New Customer,40,Opp-930
ACC-394,9000,2025-01-19,2022-05-05T05:15:00+0200,Web,Visualize proactive relationships,Id. Decision Makers,Existing Customer - Upgrade,55,Opp-931
ACC-396,83000,2025-03-08,2025-02-08T04:38:00+0200,Phone Inquiry,Seize synergistic vortals,Negotiation/Review,Existing Customer - Downgrade,45,Opp-932
ACC-396,136000,2025-01-26,2024-06-09T09:11:00+0200,Phone Inquiry,Repurpose robust metrics,Negotiation/Review,Existing Customer - Upgrade,70,Opp-933
ACC-396,54000,2024-05-15,2021-03-06T06:35:00+0200,Partner Referral,Deliver value-added web-readiness,Needs Analysis,Existing Customer - Downgrade,80,Opp-934
ACC-396,201000,2024-05-08,2022-05-08T05:06:00+0200,Phone Inquiry,Grow end-to-end platforms,Needs Analysis,New Customer,20,Opp-935
ACC-397,33000,2025-03-17,2023-08-11T15:38:00+0200,Web,Target end-to-end experiences,Value Proposition,Existing Customer - Replacement,40,Opp-936
ACC-398,71000,2024-11-12,2020-07-03T19:21:00+0200,Phone Inquiry,Extend clicks-and-mortar roi,Id. Decision Makers,New Customer,50,Opp-937
ACC-398,158000,2024-06-17,2024-12-07T12:04:00+0200,Web,Facilitate cross-platform e-tailers,Closed Won,Existing Customer - Downgrade,80,Opp-938
ACC-398,58000,2024-10-28,2021-09-03T03:06:00+0200,Partner Referral,Orchestrate virtual convergence,Negotiation/Review,New Customer,95,Opp-939
ACC-398,22000,2024-11-09,2022-10-04T00:53:00+0200,Phone Inquiry,Grow transparent architectures,Id. Decision Makers,Existing Customer - Replacement,5,Opp-940
ACC-399,202000,2024-12-08,2023-05-08T01:11:00+0200,Other,Scale user-centric portals,Proposal/Price Quote,Existing Customer - Upgrade,80,Opp-941
ACC-399,87000,2024-10-11,2021-07-08T08:19:00+0200,Other,Grow open-source solutions,Qualification,Existing Customer - Downgrade,15,Opp-942
ACC-399,66000,2024-08-26,2020-02-05T13:30:00+0200,Other,Morph cross-platform content,Perception Analysis,Existing Customer - Replacement,50,Opp-943
ACC-399,123000,2024-06-22,2022-10-02T06:24:00+0200,Phone Inquiry,Aggregate synergistic bandwidth,Perception Analysis,Existing Customer - Replacement,95,Opp-944
ACC-400,219000,2024-04-10,2021-01-01T23:44:00+0200,Other,Transition synergistic solutions,Value Proposition,Existing Customer - Upgrade,55,Opp-945
ACC-401,53000,2025-03-28,2020-05-03T18:42:00+0200,Trade Show,Disintermediate leading-edge roi,Id. Decision Makers,New Customer,40,Opp-946
ACC-401,155000,2024-10-12,2022-08-31T00:49:00+0200,Trade Show,Deploy 24/7 functionalities,Perception Analysis,Existing Customer - Downgrade,85,Opp-947
ACC-401,132000,2024-10-10,2023-05-02T04:23:00+0200,Web,Strategize vertical solutions,Closed Won,Existing Customer - Downgrade,0,Opp-948
ACC-401,90000,2024-09-17,2024-12-13T01:20:00+0200,Other,Scale e-business web services,Needs Analysis,Existing Customer - Replacement,0,Opp-949
ACC-401,107000,2024-04-07,2024-03-11T07:32:00+0200,Other,Visualize synergistic models,Perception Analysis,Existing Customer - Replacement,55,Opp-950
ACC-402,116000,2025-03-18,2023-02-02T23:21:00+0200,Other,Revolutionize impactful networks,Needs Analysis,Existing Customer - Downgrade,90,Opp-951
ACC-403,69000,2024-12-24,2020-08-05T09:13:00+0200,Trade Show,Extend virtual e-tailers,Closed Won,Existing Customer - Downgrade,45,Opp-952
ACC-404,114000,2024-09-12,2022-03-05T23:15:00+0200,Direct Mail,Transform world-class users,Value Proposition,Existing Customer - Downgrade,10,Opp-953
ACC-404,241000,2024-05-06,2025-02-06T07:02:58+0200,Web,Syndicate holistic bandwidth,Closed Won,Existing Customer - Upgrade,90,Opp-954
ACC-406,35000,2024-09-01,2025-03-05T01:09:00+0200,Web,Deliver front-end action-items,Prospecting,Existing Customer - Downgrade,30,Opp-955
ACC-406,187000,2024-07-15,2024-11-12T13:11:00+0200,Phone Inquiry,Disintermediate magnetic functionalities,Value Proposition,Existing Customer - Replacement,0,Opp-956
ACC-406,116000,2025-02-25,2022-05-31T13:38:58+0200,Direct Mail,Architect turn-key solutions,Needs Analysis,Existing Customer - Replacement,0,Opp-957
ACC-406,208000,2024-12-12,2024-03-09T16:23:00+0200,Web,Productize viral methodologies,Perception Analysis,Existing Customer - Downgrade,65,Opp-958
ACC-406,232000,2024-05-09,2022-04-11T02:12:00+0200,Web,Harness cross-platform portals,Prospecting,Existing Customer - Upgrade,65,Opp-959
ACC-407,68000,2024-05-28,2022-11-30T00:02:00+0200,Trade Show,Whiteboard cross-platform e-tailers,Proposal/Price Quote,Existing Customer - Upgrade,85,Opp-960
ACC-407,139000,2025-02-24,2023-06-30T18:15:00+0200,Phone Inquiry,Orchestrate b2c web-readiness,Perception Analysis,Existing Customer - Replacement,5,Opp-961
ACC-408,69000,2024-08-16,2020-08-02T12:47:00+0200,Direct Mail,Orchestrate mission-critical channels,Closed Won,Existing Customer - Downgrade,30,Opp-962
ACC-409,209000,2024-06-26,2023-08-02T13:54:00+0200,Direct Mail,Expedite enterprise info-mediaries,Value Proposition,New Customer,75,Opp-963
ACC-410,99000,2024-04-06,2023-06-06T20:42:00+0200,Web,Exploit mission-critical action-items,Prospecting,Existing Customer - Downgrade,40,Opp-964
ACC-410,21000,2024-08-27,2020-04-03T13:59:00+0200,Other,Empower user-centric bandwidth,Proposal/Price Quote,Existing Customer - Replacement,75,Opp-965
ACC-410,226000,2025-02-23,2020-09-30T10:05:00+0200,Partner Referral,Embrace clicks-and-mortar interfaces,Value Proposition,New Customer,70,Opp-966
ACC-411,192000,2025-03-01,2022-01-01T10:56:00+0200,Partner Referral,Visualize bleeding-edge infrastructures,Qualification,New Customer,65,Opp-967
ACC-412,31000,2024-04-20,2023-12-02T06:00:00+0200,Other,Maximize back-end communities,Closed Lost,Existing Customer - Replacement,90,Opp-968
ACC-412,225000,2024-12-29,2023-10-12T14:59:00+0200,Phone Inquiry,E-enable next-generation mindshare,Value Proposition,New Customer,95,Opp-969
ACC-413,233000,2024-09-25,2024-07-11T11:23:58+0200,Trade Show,Visualize next-generation supply-chains,Value Proposition,New Customer,35,Opp-970
ACC-413,135000,2024-10-04,2024-04-11T10:32:00+0200,Direct Mail,Enhance web-enabled interfaces,Closed Won,New Customer,75,Opp-971
ACC-413,178000,2025-02-16,2024-08-08T19:09:00+0200,Phone Inquiry,Deliver turn-key niches,Proposal/Price Quote,Existing Customer - Downgrade,0,Opp-972
ACC-414,166000,2024-05-08,2024-06-05T05:15:00+0200,Phone Inquiry,Unleash sticky convergence,Perception Analysis,Existing Customer - Replacement,30,Opp-973
ACC-414,78000,2024-10-07,2023-03-09T23:01:00+0200,Web,Extend wireless supply-chains,Qualification,Existing Customer - Upgrade,55,Opp-974
ACC-414,75000,2024-05-06,2021-08-06T16:52:00+0200,Web,Revolutionize dynamic e-tailers,Needs Analysis,New Customer,20,Opp-975
ACC-415,16000,2024-06-23,2021-04-10T16:59:00+0200,Trade Show,Matrix real-time methodologies,Perception Analysis,Existing Customer - Downgrade,80,Opp-976
ACC-415,151000,2025-01-31,2020-04-10T14:44:00+0200,Direct Mail,Exploit plug-and-play interfaces,Closed Lost,New Customer,55,Opp-977
ACC-416,124000,2024-04-01,2021-12-03T02:42:00+0200,Direct Mail,Grow cutting-edge portals,Proposal/Price Quote,New Customer,10,Opp-978
ACC-416,14000,2024-10-10,2024-03-01T01:02:00+0200,Web,Grow efficient architectures,Id. Decision Makers,New Customer,50,Opp-979
ACC-416,242000,2024-06-16,2022-07-31T13:30:00+0200,Partner Referral,Benchmark plug-and-play applications,Proposal/Price Quote,New Customer,35,Opp-980
ACC-416,177000,2025-03-23,2025-02-03T19:38:00+0200,Other,Unleash cross-media roi,Negotiation/Review,New Customer,90,Opp-981
ACC-416,121000,2024-12-14,2024-03-11T03:31:00+0200,Phone Inquiry,Enhance revolutionary action-items,Perception Analysis,Existing Customer - Downgrade,15,Opp-982
ACC-416,68000,2025-02-23,2024-04-05T18:20:00+0200,Web,Re-contextualize killer portals,Needs Analysis,Existing Customer - Downgrade,80,Opp-983
ACC-417,22000,2024-09-22,2023-08-03T00:13:00+0200,Partner Referral,Scale global content,Id. Decision Makers,Existing Customer - Replacement,10,Opp-984
ACC-417,129000,2024-12-28,2020-04-12T03:27:00+0200,Web,Engage wireless content,Value Proposition,New Customer,90,Opp-985
ACC-417,79000,2024-09-23,2022-05-03T03:53:00+0200,Phone Inquiry,Envisioneer wireless synergies,Proposal/Price Quote,New Customer,45,Opp-986
ACC-417,161000,2024-11-24,2023-07-11T17:10:00+0200,Web,Matrix rich content,Closed Lost,New Customer,10,Opp-987
ACC-417,127000,2024-05-18,2022-05-07T03:40:00+0200,Partner Referral,Aggregate world-class mindshare,Needs Analysis,New Customer,5,Opp-988
ACC-418,78000,2024-04-19,2024-11-11T05:53:00+0200,Web,Orchestrate b2b metrics,Closed Lost,Existing Customer - Replacement,0,Opp-989
ACC-418,190000,2024-10-10,2022-07-08T05:53:00+0200,Trade Show,Reinvent visionary synergies,Qualification,Existing Customer - Replacement,20,Opp-990
ACC-418,149000,2024-06-28,2022-07-03T19:52:00+0200,Partner Referral,Exploit viral schemas,Closed Lost,Existing Customer - Upgrade,75,Opp-991
ACC-418,186000,2024-10-10,2021-03-09T09:24:00+0200,Partner Referral,Exploit proactive relationships,Closed Lost,Existing Customer - Downgrade,10,Opp-992
ACC-419,247000,2025-01-17,2025-02-11T12:56:00+0200,Partner Referral,Streamline vertical interfaces,Perception Analysis,Existing Customer - Upgrade,70,Opp-993
ACC-419,175000,2024-05-20,2023-12-07T12:40:00+0200,Direct Mail,Engineer ubiquitous methodologies,Negotiation/Review,Existing Customer - Downgrade,5,Opp-994
ACC-419,199000,2024-12-20,2021-05-12T08:15:00+0200,Web,Repurpose end-to-end experiences,Prospecting,Existing Customer - Replacement,60,Opp-995
ACC-420,34000,2024-10-13,2022-02-28T21:17:00+0200,Web,Morph global paradigms,Id. Decision Makers,Existing Customer - Replacement,75,Opp-996
ACC-421,209000,2024-10-28,2023-11-10T07:57:00+0200,Direct Mail,Expedite innovative mindshare,Qualification,New Customer,25,Opp-997
ACC-421,53000,2025-02-18,2020-09-05T00:49:00+0200,Other,Scale cutting-edge metrics,Id. Decision Makers,New Customer,35,Opp-998
ACC-421,173000,2024-10-22,2024-02-04T21:17:58+0200,Direct Mail,Grow revolutionary technologies,Closed Lost,New Customer,35,Opp-999
ACC-421,230000,2024-08-24,2023-10-07T21:08:58+0200,Web,Target sticky schemas,Closed Lost,Existing Customer - Replacement,5,Opp-1000
ACC-422,20000,2024-08-28,2024-08-02T04:59:00+0200,Web,Streamline bricks-and-clicks info-mediaries,Id. Decision Makers,Existing Customer - Replacement,65,Opp-1001
ACC-422,181000,2024-05-29,2020-09-11T23:53:00+0200,Trade Show,Strategize dot-com bandwidth,Qualification,Existing Customer - Replacement,70,Opp-1002
ACC-422,39000,2024-12-11,2024-01-09T06:29:00+0200,Trade Show,Synthesize user-centric experiences,Value Proposition,Existing Customer - Replacement,40,Opp-1003
ACC-423,43000,2024-08-06,2020-06-05T03:06:00+0200,Phone Inquiry,Brand robust portals,Closed Lost,Existing Customer - Replacement,75,Opp-1004
ACC-424,40000,2024-09-28,2020-01-02T07:41:00+0200,Web,Expedite dynamic interfaces,Negotiation/Review,Existing Customer - Downgrade,15,Opp-1005
ACC-424,55000,2024-06-15,2022-07-08T00:04:00+0200,Phone Inquiry,Re-intermediate virtual e-tailers,Negotiation/Review,Existing Customer - Downgrade,75,Opp-1006
ACC-425,146000,2024-10-24,2021-02-02T18:58:00+0200,Direct Mail,Expedite transparent portals,Id. Decision Makers,Existing Customer - Downgrade,45,Opp-1007
ACC-425,11000,2024-08-27,2023-01-07T10:14:00+0200,Partner Referral,Reinvent end-to-end info-mediaries,Negotiation/Review,Existing Customer - Upgrade,45,Opp-1008
ACC-425,142000,2025-03-01,2021-01-03T14:53:00+0200,Direct Mail,Grow dynamic platforms,Perception Analysis,Existing Customer - Downgrade,55,Opp-1009
ACC-425,182000,2024-06-27,2024-02-08T01:12:00+0200,Direct Mail,Enable end-to-end relationships,Needs Analysis,Existing Customer - Upgrade,70,Opp-1010
ACC-426,60000,2024-08-11,2022-10-02T12:49:00+0200,Direct Mail,Architect scalable communities,Value Proposition,Existing Customer - Replacement,50,Opp-1011
ACC-426,209000,2024-05-05,2023-04-05T11:06:00+0200,Trade Show,Mesh out-of-the-box deliverables,Value Proposition,Existing Customer - Downgrade,10,Opp-1012
ACC-427,142000,2024-09-23,2025-01-31T20:23:00+0200,Web,Strategize impactful e-commerce,Prospecting,Existing Customer - Upgrade,60,Opp-1013
ACC-428,117000,2024-04-18,2020-01-07T23:51:00+0200,Partner Referral,Expedite b2c web-readiness,Qualification,Existing Customer - Replacement,0,Opp-1014
ACC-429,101000,2024-06-11,2020-05-10T10:32:00+0200,Web,Reinvent granular portals,Negotiation/Review,Existing Customer - Downgrade,100,Opp-1015
ACC-429,144000,2024-12-27,2024-07-01T16:02:58+0200,Trade Show,Revolutionize best-of-breed communities,Id. Decision Makers,Existing Customer - Upgrade,75,Opp-1016
ACC-429,37000,2025-01-26,2023-10-05T00:33:00+0200,Partner Referral,Orchestrate impactful platforms,Closed Lost,Existing Customer - Replacement,0,Opp-1017
ACC-429,73000,2024-11-05,2020-03-08T22:20:00+0200,Other,Whiteboard value-added experiences,Perception Analysis,Existing Customer - Upgrade,25,Opp-1018
ACC-429,133000,2024-09-19,2023-02-09T05:35:00+0200,Other,Scale dot-com web services,Perception Analysis,Existing Customer - Downgrade,5,Opp-1019
ACC-430,123000,2025-01-11,2023-02-11T22:11:00+0200,Partner Referral,E-enable magnetic partnerships,Qualification,Existing Customer - Downgrade,30,Opp-1020
ACC-430,223000,2024-07-13,2021-04-07T00:45:00+0200,Trade Show,Scale virtual convergence,Closed Won,Existing Customer - Replacement,10,Opp-1021
ACC-431,66000,2024-06-18,2024-12-02T00:29:00+0200,Web,Transition rich systems,Negotiation/Review,New Customer,75,Opp-1022
ACC-431,188000,2024-08-07,2024-05-04T23:12:00+0200,Direct Mail,Envisioneer open-source web-readiness,Negotiation/Review,Existing Customer - Replacement,95,Opp-1023
ACC-432,214000,2024-09-10,2023-09-07T23:28:00+0200,Partner Referral,Streamline end-to-end roi,Needs Analysis,Existing Customer - Replacement,95,Opp-1024
ACC-432,12000,2024-07-19,2024-05-07T11:42:00+0200,Web,Disintermediate granular relationships,Qualification,Existing Customer - Replacement,100,Opp-1025
ACC-432,137000,2024-04-24,2024-02-07T02:01:00+0200,Trade Show,Integrate robust mindshare,Prospecting,Existing Customer - Upgrade,85,Opp-1026
ACC-432,91000,2025-02-19,2021-05-12T01:18:00+0200,Phone Inquiry,Syndicate scalable functionalities,Needs Analysis,New Customer,90,Opp-1027
ACC-433,105000,2024-05-18,2025-03-07T20:08:00+0200,Phone Inquiry,Innovate visionary schemas,Id. Decision Makers,New Customer,40,Opp-1028
ACC-433,13000,2024-09-07,2023-02-06T16:16:00+0200,Direct Mail,Envisioneer open-source platforms,Qualification,Existing Customer - Replacement,25,Opp-1029
ACC-433,82000,2024-07-10,2022-04-01T09:15:00+0200,Web,Aggregate compelling e-markets,Negotiation/Review,New Customer,15,Opp-1030
ACC-434,62000,2025-02-26,2021-04-04T13:52:00+0200,Trade Show,Optimize wireless infrastructures,Value Proposition,New Customer,95,Opp-1031
ACC-434,56000,2025-02-17,2020-06-09T10:05:00+0200,Partner Referral,Reinvent 24/365 metrics,Id. Decision Makers,Existing Customer - Downgrade,90,Opp-1032
ACC-434,242000,2024-09-30,2025-02-03T05:19:00+0200,Partner Referral,Extend seamless channels,Negotiation/Review,Existing Customer - Downgrade,30,Opp-1033
ACC-434,75000,2024-09-12,2023-07-07T13:38:58+0200,Web,Evolve strategic mindshare,Closed Won,Existing Customer - Downgrade,5,Opp-1034
ACC-435,23000,2024-10-13,2020-12-11T18:45:00+0200,Other,Utilize scalable e-commerce,Needs Analysis,Existing Customer - Replacement,80,Opp-1035
ACC-435,145000,2025-01-04,2020-05-31T00:08:58+0200,Trade Show,Engage efficient portals,Prospecting,New Customer,60,Opp-1036
ACC-436,61000,2025-02-23,2025-02-01T06:47:00+0200,Trade Show,Re-intermediate killer applications,Id. Decision Makers,Existing Customer - Upgrade,95,Opp-1037
ACC-436,29000,2024-10-08,2021-01-05T10:05:00+0200,Partner Referral,Benchmark customized users,Prospecting,New Customer,60,Opp-1038
ACC-436,97000,2024-05-01,2023-02-07T17:03:00+0200,Partner Referral,Productize cross-platform users,Proposal/Price Quote,Existing Customer - Upgrade,75,Opp-1039
ACC-436,237000,2025-02-10,2022-01-12T13:11:00+0200,Other,Target real-time portals,Value Proposition,Existing Customer - Upgrade,30,Opp-1040
ACC-437,25000,2024-10-16,2020-05-11T08:41:00+0200,Trade Show,Utilize interactive applications,Proposal/Price Quote,Existing Customer - Upgrade,15,Opp-1041
ACC-438,171000,2024-03-30,2021-07-03T18:38:00+0200,Trade Show,Scale turn-key metrics,Value Proposition,Existing Customer - Replacement,15,Opp-1042
ACC-438,231000,2024-06-10,2025-01-04T10:56:00+0200,Phone Inquiry,Optimize leading-edge eyeballs,Closed Won,Existing Customer - Replacement,55,Opp-1043
ACC-438,133000,2024-12-26,2024-07-08T07:02:00+0200,Direct Mail,Incubate clicks-and-mortar models,Negotiation/Review,Existing Customer - Upgrade,30,Opp-1044
ACC-438,13000,2024-03-30,2021-11-10T07:56:00+0200,Direct Mail,Envisioneer user-centric bandwidth,Id. Decision Makers,Existing Customer - Downgrade,85,Opp-1045
ACC-439,39000,2024-11-24,2023-06-12T13:14:00+0200,Web,Engage leading-edge synergies,Proposal/Price Quote,Existing Customer - Upgrade,15,Opp-1046
ACC-440,34000,2024-07-21,2022-10-11T16:43:00+0200,Phone Inquiry,Empower intuitive applications,Qualification,Existing Customer - Downgrade,95,Opp-1047
ACC-440,132000,2024-11-26,2022-09-10T07:59:00+0200,Partner Referral,Brand compelling infrastructures,Id. Decision Makers,Existing Customer - Replacement,75,Opp-1048
ACC-440,170000,2024-06-28,2021-12-10T20:51:00+0200,Other,Reinvent dot-com supply-chains,Needs Analysis,New Customer,80,Opp-1049
ACC-441,72000,2024-12-19,2020-10-01T16:25:00+0200,Direct Mail,Harness turn-key eyeballs,Prospecting,Existing Customer - Downgrade,25,Opp-1050
ACC-442,38000,2025-01-24,2021-11-04T14:32:00+0200,Direct Mail,Mesh best-of-breed experiences,Closed Won,Existing Customer - Downgrade,80,Opp-1051
ACC-442,113000,2024-08-09,2023-02-08T22:05:00+0200,Phone Inquiry,Redefine ubiquitous technologies,Id. Decision Makers,Existing Customer - Upgrade,55,Opp-1052
ACC-442,161000,2024-05-03,2020-12-07T19:47:00+0200,Partner Referral,Synergize 24/365 schemas,Closed Lost,New Customer,35,Opp-1053
ACC-442,152000,2025-03-05,2022-01-06T10:05:00+0200,Web,Syndicate b2c experiences,Perception Analysis,New Customer,90,Opp-1054
ACC-443,215000,2025-02-10,2022-12-05T12:53:00+0200,Web,Leverage wireless solutions,Needs Analysis,New Customer,0,Opp-1055
ACC-443,134000,2024-08-09,2020-06-12T10:36:00+0200,Trade Show,Scale 24/7 e-services,Proposal/Price Quote,Existing Customer - Upgrade,85,Opp-1056
ACC-443,107000,2024-04-08,2022-10-07T19:50:00+0200,Direct Mail,Reinvent 24/7 convergence,Qualification,Existing Customer - Upgrade,75,Opp-1057
ACC-444,192000,2024-07-11,2020-05-05T10:38:00+0200,Other,Enhance interactive supply-chains,Needs Analysis,Existing Customer - Replacement,20,Opp-1058
ACC-444,227000,2024-08-12,2022-11-01T12:00:00+0200,Web,Generate end-to-end e-markets,Perception Analysis,Existing Customer - Downgrade,65,Opp-1059
ACC-445,135000,2024-08-05,2024-08-12T06:06:00+0200,Other,Transition wireless deliverables,Negotiation/Review,Existing Customer - Upgrade,75,Opp-1060
ACC-445,22000,2024-07-10,2020-08-09T23:03:00+0200,Phone Inquiry,Re-contextualize cutting-edge convergence,Closed Won,Existing Customer - Upgrade,95,Opp-1061
ACC-446,79000,2024-09-12,2022-04-09T00:53:00+0200,Phone Inquiry,Envisioneer dynamic systems,Prospecting,New Customer,10,Opp-1062
ACC-447,206000,2024-07-13,2024-03-03T10:47:00+0200,Web,Orchestrate 24/365 schemas,Id. Decision Makers,Existing Customer - Upgrade,70,Opp-1063
ACC-447,232000,2025-02-10,2020-03-09T03:20:00+0200,Partner Referral,Target customized interfaces,Negotiation/Review,Existing Customer - Replacement,20,Opp-1064
ACC-448,99000,2024-12-03,2022-10-09T19:05:00+0200,Phone Inquiry,Maximize dot-com portals,Closed Lost,Existing Customer - Downgrade,50,Opp-1065
ACC-448,87000,2025-01-29,2020-04-10T11:46:00+0200,Phone Inquiry,Synergize virtual roi,Perception Analysis,Existing Customer - Upgrade,95,Opp-1066
ACC-449,173000,2024-06-25,2019-12-31T11:12:00+0200,Trade Show,Seize dynamic architectures,Negotiation/Review,Existing Customer - Downgrade,35,Opp-1067
ACC-449,192000,2024-12-03,2023-10-12T00:40:00+0200,Direct Mail,Matrix dynamic solutions,Value Proposition,Existing Customer - Downgrade,80,Opp-1068
ACC-449,71000,2025-02-17,2022-02-28T14:51:00+0200,Web,Optimize clicks-and-mortar systems,Closed Lost,New Customer,15,Opp-1069
ACC-449,131000,2025-01-17,2023-08-04T18:00:00+0200,Direct Mail,Synergize holistic mindshare,Prospecting,New Customer,65,Opp-1070
ACC-450,178000,2024-09-19,2020-04-06T20:28:00+0200,Partner Referral,Generate back-end applications,Value Proposition,Existing Customer - Upgrade,40,Opp-1071
ACC-450,51000,2025-02-21,2020-09-09T01:59:00+0200,Phone Inquiry,Revolutionize killer e-commerce,Id. Decision Makers,Existing Customer - Replacement,90,Opp-1072
ACC-451,152000,2025-03-21,2022-09-09T14:46:00+0200,Trade Show,Incubate viral e-commerce,Needs Analysis,Existing Customer - Replacement,0,Opp-1073
ACC-451,171000,2024-05-03,2023-06-07T13:41:00+0200,Direct Mail,Optimize integrated e-services,Negotiation/Review,Existing Customer - Downgrade,60,Opp-1074
ACC-451,105000,2025-01-12,2020-06-02T16:00:00+0200,Trade Show,Reinvent end-to-end initiatives,Closed Lost,Existing Customer - Upgrade,35,Opp-1075
ACC-451,212000,2024-05-28,2022-08-04T08:12:00+0200,Web,Facilitate mission-critical schemas,Proposal/Price Quote,Existing Customer - Replacement,65,Opp-1076
ACC-451,227000,2024-11-25,2022-01-05T18:00:00+0200,Web,Synthesize innovative bandwidth,Perception Analysis,New Customer,45,Opp-1077
ACC-451,117000,2025-01-12,2024-12-02T16:43:00+0200,Phone Inquiry,Transition cross-media action-items,Proposal/Price Quote,New Customer,35,Opp-1078
ACC-452,149000,2025-03-17,2023-12-07T12:17:00+0200,Trade Show,Exploit virtual partnerships,Prospecting,Existing Customer - Downgrade,95,Opp-1079
ACC-452,61000,2024-08-12,2023-01-31T00:31:00+0200,Trade Show,Integrate out-of-the-box initiatives,Negotiation/Review,Existing Customer - Replacement,5,Opp-1080
ACC-453,117000,2025-02-08,2023-11-02T02:51:00+0200,Phone Inquiry,Cultivate web-enabled deliverables,Id. Decision Makers,Existing Customer - Replacement,35,Opp-1081
ACC-453,192000,2024-10-22,2021-03-01T06:53:00+0200,Trade Show,Reinvent intuitive eyeballs,Negotiation/Review,Existing Customer - Downgrade,90,Opp-1082
ACC-453,114000,2024-11-12,2022-04-08T21:29:00+0200,Phone Inquiry,Transform web-enabled e-commerce,Id. Decision Makers,Existing Customer - Upgrade,10,Opp-1083
ACC-453,98000,2024-10-19,2021-05-02T08:39:00+0200,Direct Mail,Drive synergistic schemas,Qualification,Existing Customer - Replacement,85,Opp-1084
ACC-453,70000,2024-10-01,2024-05-07T03:38:00+0200,Trade Show,Incentivize intuitive web-readiness,Perception Analysis,Existing Customer - Upgrade,85,Opp-1085
ACC-453,32000,2024-04-12,2021-08-10T06:08:58+0200,Partner Referral,Streamline back-end technologies,Proposal/Price Quote,Existing Customer - Downgrade,75,Opp-1086
